locus_tag	ftype	length_bp	gene	EC_number	COG	product
Agy99_01377	CDS	774				hypothetical protein
Agy99_01378	CDS	303				hypothetical protein
Agy99_01379	CDS	2598	yloB	7.2.2.10	COG0474	Calcium-transporting ATPase
Agy99_01380	CDS	552				hypothetical protein
Agy99_01381	CDS	468				hypothetical protein
Agy99_01382	CDS	156				hypothetical protein
Agy99_01383	CDS	960				hypothetical protein
Agy99_01384	CDS	318				hypothetical protein
Agy99_01385	CDS	1335				IS256 family transposase IS2606
Agy99_01386	CDS	483				hypothetical protein
Agy99_01387	CDS	252				hypothetical protein
Agy99_01388	CDS	957				hypothetical protein
Agy99_01389	CDS	456				hypothetical protein
Agy99_01390	CDS	1335				IS256 family transposase IS2606
Agy99_01391	CDS	756				hypothetical protein
Agy99_01392	CDS	735				hypothetical protein
Agy99_01393	CDS	378			COG2149	putative protein
Agy99_01394	CDS	399				hypothetical protein
Agy99_01395	CDS	534				hypothetical protein
Agy99_01396	CDS	627				hypothetical protein
Agy99_01397	CDS	717				hypothetical protein
Agy99_01398	CDS	318				hypothetical protein
Agy99_01399	CDS	960				hypothetical protein
Agy99_01400	CDS	387				hypothetical protein
Agy99_01401	CDS	627				hypothetical protein
Agy99_01402	CDS	1374		1.4.5.-		L-amino acid dehydrogenase
Agy99_01403	CDS	1302		1.14.15.14	COG2124	Methyl-branched lipid omega-hydroxylase
Agy99_01404	CDS	1056				hypothetical protein
Agy99_01405	CDS	120				hypothetical protein
Agy99_01406	CDS	1776	dnaK_2			Chaperone protein DnaK
Agy99_01407	CDS	288				hypothetical protein
Agy99_01408	CDS	1107				hypothetical protein
Agy99_01409	CDS	954				hypothetical protein
Agy99_01410	CDS	1503	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
Agy99_01411	CDS	750				hypothetical protein
Agy99_01412	CDS	624	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
Agy99_01413	CDS	1086		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
Agy99_01414	CDS	1071	tam_3	2.1.1.144		Trans-aconitate 2-methyltransferase
Agy99_01415	CDS	819				hypothetical protein
Agy99_01416	CDS	513				hypothetical protein
Agy99_01417	CDS	246				hypothetical protein
Agy99_01418	CDS	963	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
Agy99_01419	CDS	1581		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
Agy99_01420	CDS	561				putative HTH-type transcriptional regulator
Agy99_01421	CDS	1536	glpD1	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 1
Agy99_01422	CDS	888				hypothetical protein
Agy99_01423	CDS	1422	accD6	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 6
Agy99_01424	CDS	1254	kasB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
Agy99_01425	CDS	1251	kasA	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
Agy99_01426	CDS	348	acpM		COG0236	Meromycolate extension acyl carrier protein
Agy99_01427	CDS	909	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
Agy99_01428	CDS	1311			COG2508	putative protein
Agy99_01429	CDS	2790	aceE_1	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
Agy99_01430	CDS	498				putative protein
Agy99_01431	CDS	423				putative protein
Agy99_01432	CDS	462	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
Agy99_01433	tRNA	75				tRNA-Val(tac)
Agy99_01434	CDS	1551		2.3.1.20		Putative diacyglycerol O-acyltransferase
Agy99_01435	CDS	528		2.3.1.20		Putative diacyglycerol O-acyltransferase
Agy99_01436	CDS	807			COG0053	putative cation efflux system protein
Agy99_01437	CDS	816			COG3662	putative protein
Agy99_01438	CDS	942	cobD		COG1270	Cobalamin biosynthesis protein CobD
Agy99_01439	CDS	828			COG3346	putative SURF1-like protein
Agy99_01440	CDS	495	ptpA	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase
Agy99_01441	CDS	633			COG0546	putative protein
Agy99_01442	CDS	1056		2.6.1.-	COG0079	putative aminotransferase
Agy99_01443	CDS	1137			COG0327	GTP cyclohydrolase 1 type 2 
Agy99_01444	CDS	738			COG1579	putative protein
Agy99_01445	CDS	1125			COG0328	Bifunctional protein
Agy99_01446	CDS	1293				hypothetical protein
Agy99_01447	CDS	822				hypothetical protein
Agy99_01448	CDS	648				hypothetical protein
Agy99_01449	CDS	195				hypothetical protein
Agy99_01450	CDS	171				hypothetical protein
Agy99_01451	CDS	195				hypothetical protein
Agy99_01452	CDS	1593				putative protein
Agy99_01453	CDS	429				hypothetical protein
Agy99_01454	CDS	894	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
Agy99_01455	CDS	477		2.3.1.20		Putative diacyglycerol O-acyltransferase
Agy99_01456	CDS	357				hypothetical protein
Agy99_01457	CDS	696		2.3.1.20		Putative diacyglycerol O-acyltransferase
Agy99_01458	CDS	1557	caeA	3.1.1.-		Carboxylesterase A
Agy99_01459	CDS	1737	ctaD_1	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
Agy99_01460	CDS	1560	caeB_1	3.1.1.-		Carboxylesterase B
Agy99_01461	CDS	1341	glnA2	6.3.1.2	COG0174	Glutamine synthetase
Agy99_01462	CDS	2988	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
Agy99_01463	CDS	849				hypothetical protein
Agy99_01464	CDS	648			COG2141	putative protein
Agy99_01465	CDS	2181				hypothetical protein
Agy99_01466	CDS	1437	glnA1	6.3.1.2	COG0174	Glutamine synthetase
Agy99_01467	CDS	423				hypothetical protein
Agy99_01468	CDS	753				putative protein
Agy99_01469	CDS	975	lipA	2.8.1.8	COG0320	Lipoyl synthase
Agy99_01470	CDS	687	lipB	2.3.1.181	COG0321	Octanoyltransferase
Agy99_01471	CDS	1842			COG1132	putative ABC transporter ATP-binding protein
Agy99_01472	CDS	696				hypothetical protein
Agy99_01473	CDS	1443		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
Agy99_01474	CDS	360				hypothetical protein
Agy99_01475	CDS	1677	alsS_1	2.2.1.6	COG0028	Acetolactate synthase
Agy99_01476	CDS	660				hypothetical protein
Agy99_01477	CDS	564				hypothetical protein
Agy99_01478	CDS	321				hypothetical protein
Agy99_01479	CDS	753	rosB_1	2.6.1.114		8-demethyl-8-aminoriboflavin-5'-phosphate synthase
Agy99_01480	CDS	285				hypothetical protein
Agy99_01481	CDS	654	rpoE		COG1595	ECF RNA polymerase sigma-E factor
Agy99_01482	CDS	537				hypothetical protein
Agy99_01483	CDS	540				hypothetical protein
Agy99_01484	CDS	783				hypothetical protein
Agy99_01485	CDS	1335				IS256 family transposase IS2606
Agy99_01486	CDS	1752	dhbF_4		COG1020	Dimodular nonribosomal peptide synthase
Agy99_01487	CDS	1302				hypothetical protein
Agy99_01488	CDS	378				hypothetical protein
Agy99_01489	CDS	345				hypothetical protein
Agy99_01490	CDS	1221				hypothetical protein
Agy99_01491	CDS	1089	add	3.5.4.4	COG1816	Adenosine deaminase
Agy99_01492	CDS	1302	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
Agy99_01493	CDS	399	cdd	3.5.4.5	COG0295	Cytidine deaminase
Agy99_01494	CDS	339	sdhC		COG2009	Succinate dehydrogenase 2 membrane subunit SdhC
Agy99_01495	CDS	468				hypothetical protein
Agy99_01496	CDS	1755	sdhA_2	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
Agy99_01497	CDS	813	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
Agy99_01498	CDS	318				hypothetical protein
Agy99_01499	CDS	960				hypothetical protein
Agy99_01500	CDS	447				hypothetical protein
Agy99_01501	CDS	831	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
Agy99_01502	CDS	816				hypothetical protein
Agy99_01503	CDS	594	def	3.5.1.88	COG0242	Peptide deformylase
Agy99_01504	CDS	309				hypothetical protein
Agy99_01505	CDS	483				hypothetical protein
Agy99_01506	CDS	717	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
Agy99_01507	CDS	1176		6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
Agy99_01508	CDS	702	lutR		COG2186	HTH-type transcriptional regulator LutR
Agy99_01509	CDS	1308	yycB		COG2807	putative transporter YycB
Agy99_01510	CDS	654				hypothetical protein
Agy99_01511	CDS	2178	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
Agy99_01512	CDS	876				hypothetical protein
Agy99_01513	CDS	723	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
Agy99_01514	CDS	2007				hypothetical protein
Agy99_01515	CDS	1302				hypothetical protein
Agy99_01516	CDS	126				hypothetical protein
Agy99_01517	CDS	1218	moaE2_2	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 2
Agy99_01518	CDS	939				hypothetical protein
Agy99_01519	CDS	645				hypothetical protein
Agy99_01520	CDS	1626	groL1		COG0459	60 kDa chaperonin 1
Agy99_01521	CDS	420				putative protein
Agy99_01522	CDS	1422				putative PPE family protein PPE10
Agy99_01523	CDS	1713			COG3653	putative protein
Agy99_01524	CDS	516				hypothetical protein
Agy99_01525	CDS	849				hypothetical protein
Agy99_01526	CDS	699	rskA			Anti-sigma-K factor RskA
Agy99_01527	CDS	564	sigK		COG1595	ECF RNA polymerase sigma factor SigK
Agy99_01528	CDS	795				hypothetical protein
Agy99_01529	CDS	1287	ufaA1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
Agy99_01530	CDS	717				hypothetical protein
Agy99_01531	CDS	1317				hypothetical protein
Agy99_01532	CDS	753	mmpL4_2		COG2409	Siderophore exporter MmpL4
Agy99_01533	CDS	1335				IS256 family transposase IS2606
Agy99_01534	CDS	960				hypothetical protein
Agy99_01535	CDS	318				hypothetical protein
Agy99_01536	CDS	558	mmpL4_3		COG2409	Siderophore exporter MmpL4
Agy99_01537	CDS	390	mmpL5_2		COG2409	Siderophore exporter MmpL5
Agy99_01538	CDS	1335				IS256 family transposase IS2606
Agy99_01539	CDS	657	mmpL2_1		COG2409	putative transport protein MmpL2
Agy99_01540	CDS	348				hypothetical protein
Agy99_01541	CDS	450				hypothetical protein
Agy99_01542	CDS	915				Putative enoyl-CoA hydratase EchA13
Agy99_01543	CDS	939		3.4.21.26		Prolyl endopeptidase
Agy99_01544	CDS	1125				hypothetical protein
Agy99_01545	CDS	1524		1.2.1.3	COG1012	putative aldehyde dehydrogenase
Agy99_01546	CDS	501				hypothetical protein
Agy99_01547	CDS	240				hypothetical protein
Agy99_01548	CDS	570				hypothetical protein
Agy99_01549	CDS	195				hypothetical protein
Agy99_01550	CDS	1302				hypothetical protein
Agy99_01551	CDS	366	bioF_1	2.3.1.47		8-amino-7-oxononanoate synthase
Agy99_01552	CDS	231				hypothetical protein
Agy99_01553	CDS	1302				hypothetical protein
Agy99_01554	CDS	2526		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
Agy99_01555	CDS	1050		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
Agy99_01556	CDS	414				hypothetical protein
Agy99_01557	CDS	786				hypothetical protein
Agy99_01558	CDS	201				hypothetical protein
Agy99_01559	CDS	831	baiCD	1.3.1.115	COG0446	3-oxocholoyl-CoA 4-desaturase
Agy99_01560	CDS	846	folD		COG0190	Bifunctional protein FolD protein
Agy99_01561	CDS	294				hypothetical protein
Agy99_01562	CDS	417	lprJ_1			Putative lipoprotein LprJ
Agy99_01563	CDS	1443	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
Agy99_01564	CDS	1845		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD28
Agy99_01565	CDS	3411	pikAII	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4
Agy99_01566	CDS	2625	pks1_1			Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks1
Agy99_01567	CDS	1911				hypothetical protein
Agy99_01568	CDS	297				hypothetical protein
Agy99_01569	CDS	348				hypothetical protein
Agy99_01570	CDS	738		2.1.1.-	COG0500	putative methyltransferase
Agy99_01571	CDS	1140	metXA	2.3.1.31	COG2021	Homoserine O-acetyltransferase
Agy99_01572	CDS	1350	metY	2.5.1.49	COG2873	O-acetyl-L-homoserine sulfhydrylase
Agy99_01573	CDS	369	icd_1	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
Agy99_01574	CDS	882	icd_2	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
Agy99_01575	CDS	801				hypothetical protein
Agy99_01576	CDS	1020	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
Agy99_01577	CDS	951	yhjD		COG1295	Inner membrane protein YhjD
Agy99_01578	CDS	1167	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
Agy99_01579	CDS	1350	galP			Galactose-proton symporter
Agy99_01580	CDS	1248				hypothetical protein
Agy99_01581	CDS	639				hypothetical protein
Agy99_01582	CDS	2319				hypothetical protein
Agy99_01583	CDS	1116				hypothetical protein
Agy99_01584	CDS	345				hypothetical protein
Agy99_01585	CDS	612	sigJ_1			ECF RNA polymerase sigma factor SigJ
Agy99_01586	CDS	1212				hypothetical protein
Agy99_01587	CDS	348				hypothetical protein
Agy99_01588	CDS	642				hypothetical protein
Agy99_01589	CDS	585				hypothetical protein
Agy99_01590	CDS	714				hypothetical protein
Agy99_01591	CDS	1302				hypothetical protein
Agy99_01592	CDS	297	esxP_1			ESAT-6-like protein EsxP
Agy99_01593	CDS	285	esxN_1			ESAT-6-like protein EsxN
Agy99_01594	CDS	801				hypothetical protein
Agy99_01595	CDS	993				hypothetical protein
Agy99_01596	CDS	1371	dgt		COG0232	Deoxyguanosinetriphosphate triphosphohydrolase-like protein
Agy99_01597	CDS	1971	dnaG	2.7.7.-	COG0358	DNA primase
Agy99_01598	CDS	246				hypothetical protein
Agy99_01599	tRNA	76				tRNA-Asn(gtt)
Agy99_01600	CDS	453				hypothetical protein
Agy99_01601	CDS	429				hypothetical protein
Agy99_01602	CDS	687	cysE	2.3.1.30	COG1045	Serine acetyltransferase
Agy99_01603	CDS	933	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
Agy99_01604	CDS	417				hypothetical protein
Agy99_01605	CDS	1647	mez	1.1.1.38	COG0281	Putative malate oxidoreductase [NAD]
Agy99_01606	CDS	921	stp_2			Multidrug resistance protein Stp
Agy99_01607	CDS	1302				hypothetical protein
Agy99_01608	CDS	279				hypothetical protein
Agy99_01609	CDS	1335				IS256 family transposase IS2606
Agy99_01610	CDS	858	PPE2_2		COG5651	putative PPE family protein PPE2
Agy99_01611	CDS	1698			COG2114	putative protein
Agy99_01612	CDS	4209	napA_1	1.9.6.1		Periplasmic nitrate reductase
Agy99_01613	CDS	504	lppP			Putative lipoprotein LppP
Agy99_01614	CDS	351				hypothetical protein
Agy99_01615	CDS	1980	ctpD	3.6.3.-	COG2217	putative cobalt/nickel-exporting P-type ATPase
Agy99_01616	CDS	357	trxC_1		COG0526	Putative thioredoxin 2
Agy99_01617	CDS	330	trxC_2		COG0526	Putative thioredoxin 2
Agy99_01618	CDS	810		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
Agy99_01619	CDS	1629	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
Agy99_01620	CDS	192				hypothetical protein
Agy99_01621	CDS	564				HTH-type transcriptional repressor
Agy99_01622	CDS	2820	acn	4.2.1.3	COG1048	Aconitate hydratase A
Agy99_01623	CDS	552				hypothetical protein
Agy99_01624	CDS	1410	ripA	3.4.-.-	COG0791	Peptidoglycan endopeptidase RipA
Agy99_01625	CDS	720	ripB	3.4.-.-	COG0791	Peptidoglycan endopeptidase RipB
Agy99_01626	CDS	1116				hypothetical protein
Agy99_01627	CDS	975			COG1721	putative protein
Agy99_01628	CDS	1008				hypothetical protein
Agy99_01629	CDS	768	fabG1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG1
Agy99_01630	CDS	810	inhA_2	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH]
Agy99_01631	CDS	1023	hemH	4.99.1.1	COG0276	Ferrochelatase
Agy99_01632	CDS	777				putative protein
Agy99_01633	CDS	1335				IS256 family transposase IS2606
Agy99_01634	CDS	435				hypothetical protein
Agy99_01635	CDS	432			COG0330	putative protein
Agy99_01636	CDS	714			COG0330	putative protein
Agy99_01637	CDS	345				hypothetical protein
Agy99_01638	CDS	468				hypothetical protein
Agy99_01639	CDS	699	raaS			HTH-type transcriptional regulatory protein RaaS
Agy99_01640	CDS	981	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
Agy99_01641	CDS	1521	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
Agy99_01642	CDS	975				hypothetical protein
Agy99_01643	CDS	867				hypothetical protein
Agy99_01644	CDS	1878	mutA	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase small subunit
Agy99_01645	CDS	2262	mutB	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase large subunit
Agy99_01646	CDS	990		3.6.-.-	COG1703	putative GTPase
Agy99_01647	CDS	978				hypothetical protein
Agy99_01648	CDS	180				hypothetical protein
Agy99_01649	CDS	213			COG3360	Dodecin
Agy99_01650	CDS	780				hypothetical protein
Agy99_01651	CDS	1257	algD	1.1.1.132	COG1004	GDP-mannose 6-dehydrogenase
Agy99_01652	CDS	1020	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
Agy99_01653	CDS	642				hypothetical protein
Agy99_01654	CDS	849	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
Agy99_01655	CDS	723				hypothetical protein
Agy99_01656	CDS	267				hypothetical protein
Agy99_01657	CDS	693	pimF_1	2.4.-.-	COG0463	Putative glycosyltransferases
Agy99_01658	CDS	960				hypothetical protein
Agy99_01659	CDS	312				hypothetical protein
Agy99_01660	CDS	1335				IS256 family transposase IS2606
Agy99_01661	CDS	234	pimF_2	2.4.-.-	COG0463	Putative glycosyltransferases
Agy99_01662	CDS	270				hypothetical protein
Agy99_01663	CDS	234				hypothetical protein
Agy99_01664	CDS	837	wbbL2			putative protein
Agy99_01665	CDS	396				hypothetical protein
Agy99_01666	CDS	174				hypothetical protein
Agy99_01667	CDS	750				hypothetical protein
Agy99_01668	CDS	735	gap_1			Peptidoglycolipid exporter Gap
Agy99_01669	CDS	1203				hypothetical protein
Agy99_01670	CDS	1143		2.4.-.-	COG1819	putative glycosyltransferase
Agy99_01671	CDS	1404				hypothetical protein
Agy99_01672	CDS	1509	papA3	2.3.1.-	COG1020	Acyltransferase papA3
Agy99_01673	CDS	267				hypothetical protein
Agy99_01674	CDS	3201	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
Agy99_01675	CDS	582				hypothetical protein
Agy99_01676	CDS	522				hypothetical protein
Agy99_01677	CDS	567	rsmA_1	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
Agy99_01678	CDS	1398	dinB1	2.7.7.7	COG0389	DNA polymerase IV 1
Agy99_01679	CDS	984	ansA	3.5.1.1	COG0252	putative L-asparaginase
Agy99_01680	CDS	534	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
Agy99_01681	CDS	993		5.4.99.-	COG0564	putative RNA pseudouridine synthase
Agy99_01682	CDS	660				hypothetical protein
Agy99_01683	CDS	636	lprI		COG4461	Lipoprotein LprI
Agy99_01684	CDS	411	glbN		COG2346	Group 1 truncated hemoglobin GlbN
Agy99_01685	CDS	666		1.-.-.-		putative oxidoreductase
Agy99_01686	CDS	387		1.-.-.-		putative oxidoreductase
Agy99_01687	CDS	804				hypothetical protein
Agy99_01688	CDS	432				putative protein
Agy99_01689	CDS	3543	dnaE1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
Agy99_01690	CDS	1827		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
Agy99_01691	CDS	1875	plsB1		COG2937	Putative acyltransferase plsB1
Agy99_01692	CDS	231				hypothetical protein
Agy99_01693	CDS	438		1.1.98.-		F420H(2)-dependent quinone reductase
Agy99_01694	CDS	1281	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
Agy99_01695	CDS	537				hypothetical protein
Agy99_01696	CDS	1326	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
Agy99_01697	CDS	1764	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
Agy99_01698	CDS	2298	treY	5.4.99.15	COG3280	Putative maltooligosyl trehalose synthase
Agy99_01699	CDS	2178	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
Agy99_01700	CDS	2166				hypothetical protein
Agy99_01701	CDS	780				hypothetical protein
Agy99_01702	CDS	453				hypothetical protein
Agy99_01703	CDS	1314	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
Agy99_01704	CDS	1170	bioF1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 1
Agy99_01705	CDS	681	bioD	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD
Agy99_01706	CDS	510				hypothetical protein
Agy99_01707	CDS	1050	bioB	2.8.1.6	COG0502	Biotin synthase
Agy99_01708	CDS	225				putative protein
Agy99_01709	CDS	699				putative protein
Agy99_01710	CDS	1341				putative inactive lipase
Agy99_01711	CDS	708				hypothetical protein
Agy99_01712	CDS	1059	nadA	2.5.1.72	COG0379	Quinolinate synthase A
Agy99_01713	CDS	1575	nadB	1.4.3.16	COG0029	L-aspartate oxidase
Agy99_01714	CDS	858	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
Agy99_01715	CDS	411				hypothetical protein
Agy99_01716	CDS	1344	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
Agy99_01717	CDS	1149	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
Agy99_01718	CDS	633	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
Agy99_01719	CDS	633	hisH	4.3.2.10		Imidazole glycerol phosphate synthase subunit HisH
Agy99_01720	CDS	735	priA_1	5.3.1.16	COG0106	Phosphoribosyl isomerase A
Agy99_01721	CDS	813	impA	3.1.3.25	COG0483	putative inositol 1-monophosphatase ImpA
Agy99_01722	CDS	786	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
Agy99_01723	CDS	336	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
Agy99_01724	CDS	1092				hypothetical protein
Agy99_01725	CDS	1335				IS256 family transposase IS2606
Agy99_01726	CDS	120				hypothetical protein
Agy99_01727	CDS	1302				hypothetical protein
Agy99_01728	CDS	2022				hypothetical protein
Agy99_01729	CDS	306				hypothetical protein
Agy99_01730	CDS	312				hypothetical protein
Agy99_01731	CDS	1002	cphA	6.3.2.29	COG0769	Cyanophycin synthetase
Agy99_01732	CDS	273				hypothetical protein
